age,pages,first_item_prize,gender,ReBuy,News_click,country,revenue,population,GDP_inhab
36.0,5.0,15.5,Fem,False,2.0,Egypt,32.0,86059700,6474
35.0,5.0,44.0,Masc,False,5.0,Egypt,111.0,86059700,6474
22.0,2.0,22.0,Masc,False,1.0,Egypt,34.0,86059700,6474
21.0,6.0,22.0,Masc,False,3.0,Egypt,26.0,86059700,6474
30.0,5.0,15.5,Masc,True,1.0,Egypt,26.0,86059700,6474
25.0,6.0,22.0,Fem,False,4.0,Egypt,84.0,86059700,6474
44.0,5.0,42.0,Fem,False,1.0,Egypt,48.0,86059700,6474
40.0,6.0,44.0,Fem,False,2.0,Egypt,60.0,86059700,6474
40.0,7.0,15.5,Masc,True,5.0,Egypt,128.0,86059700,6474
35.0,7.0,15.5,Masc,False,0.0,Egypt,21.0,86059700,6474
50.0,9.0,57.0,Masc,False,4.0,Egypt,159.0,86059700,6474
24.0,3.0,22.0,Fem,False,3.0,Egypt,28.0,86059700,6474
43.0,10.0,28.0,Fem,False,2.0,Egypt,52.0,86059700,6474
25.0,7.0,44.0,Fem,False,5.0,Egypt,131.0,86059700,6474
27.0,10.0,31.24376731301939,Masc,False,1.0,Egypt,110.0,86059700,6474
48.0,9.0,15.5,Masc,False,6.0,Egypt,85.0,86059700,6474
44.0,7.0,10.0,Fem,False,2.0,Egypt,24.0,86059700,6474
49.0,4.0,15.5,Masc,True,6.0,Egypt,84.0,86059700,6474
35.0,8.0,22.0,Masc,True,4.0,Egypt,103.0,86059700,6474
28.0,5.0,57.0,Masc,True,4.0,Egypt,214.0,86059700,6474
46.0,5.0,28.0,Fem,False,5.0,Egypt,109.0,86059700,6474
42.0,6.0,42.0,Masc,True,7.0,Egypt,95.0,86059700,6474
23.0,10.0,28.0,Masc,False,6.0,Egypt,117.0,86059700,6474
37.0,6.0,22.0,Fem,False,4.0,Egypt,55.0,86059700,6474
34.0,6.0,44.0,Fem,False,7.0,Egypt,124.0,86059700,6474
24.0,3.0,15.5,Fem,True,1.0,Egypt,38.0,86059700,6474
22.0,5.725133689839573,15.5,Masc,True,5.0,Egypt,115.0,86059700,6474
44.0,7.0,44.0,Fem,True,6.0,Egypt,82.0,86059700,6474
34.0,6.0,31.24376731301939,Fem,False,5.0,Egypt,166.0,86059700,6474
33.0,2.0,57.0,Fem,False,3.0,Egypt,68.0,86059700,6474
37.0,5.0,31.24376731301939,Fem,True,10.0,Egypt,167.0,86059700,6474
43.0,5.725133689839573,22.0,Masc,False,4.0,Egypt,56.0,86059700,6474
29.0,6.0,44.0,Masc,False,0.0,Egypt,45.0,86059700,6474
20.0,7.0,44.0,Masc,False,4.0,Egypt,137.0,86059700,6474
38.0,9.0,57.0,Masc,False,3.0,Egypt,35.0,86059700,6474
32.0,7.0,28.0,Fem,False,2.0,Egypt,55.0,86059700,6474
36.0,7.0,31.24376731301939,Fem,False,5.0,Egypt,170.0,86059700,6474
48.0,5.725133689839573,44.0,Fem,True,0.0,Egypt,45.0,86059700,6474
53.0,6.0,44.0,Masc,False,5.0,Egypt,139.0,86059700,6474
25.0,8.0,22.0,Masc,True,9.0,Egypt,96.0,86059700,6474
44.0,5.0,15.5,Masc,False,2.0,Egypt,31.0,86059700,6474
35.0,5.0,57.0,Fem,False,5.0,Egypt,112.0,86059700,6474
27.0,2.0,15.5,Fem,False,1.0,Egypt,26.0,86059700,6474
35.0,6.0,31.24376731301939,Fem,False,3.0,Egypt,78.0,86059700,6474
45.0,6.0,44.0,Fem,True,6.0,Germany,266.0,80619000,38666
43.0,9.0,15.5,Fem,False,0.0,Germany,62.0,80619000,38666
22.0,9.0,22.0,Fem,False,6.0,Germany,228.0,80619000,38666
52.0,6.0,42.0,Fem,False,9.0,Germany,113.53497516556291,80619000,38666
38.0,8.0,57.0,Fem,False,7.0,Germany,151.0,80619000,38666
38.0,10.0,44.0,Masc,False,5.0,Germany,150.0,80619000,38666
26.0,9.0,31.24376731301939,Fem,True,5.0,Germany,161.0,80619000,38666
36.0,4.0,42.0,Fem,False,4.0,Germany,211.0,80619000,38666
35.0,10.0,15.5,Fem,False,6.0,Germany,140.0,80619000,38666
30.0,10.0,31.24376731301939,Fem,False,10.0,Germany,113.53497516556291,80619000,38666
21.0,2.0,57.0,Fem,False,7.0,Germany,113.53497516556291,80619000,38666
29.0,4.0,57.0,Masc,True,4.0,Germany,113.53497516556291,80619000,38666
32.0,4.0,22.0,Fem,False,3.0,Germany,70.0,80619000,38666
34.0,6.0,10.0,Fem,False,6.0,Germany,98.0,80619000,38666
48.0,5.0,31.24376731301939,Masc,False,4.0,Germany,113.53497516556291,80619000,38666
39.0,5.0,10.0,Masc,False,6.0,Germany,220.0,80619000,38666
40.0,4.0,22.0,Fem,True,3.0,Germany,103.0,80619000,38666
34.0,5.0,44.0,Masc,False,5.0,Germany,181.0,80619000,38666
33.0,5.0,44.0,Masc,False,6.0,Germany,267.0,80619000,38666
23.0,3.0,44.0,Fem,False,2.0,Germany,126.0,80619000,38666
36.0,2.0,44.0,Masc,True,1.0,Germany,123.0,80619000,38666
39.0,4.0,44.0,Fem,True,4.0,Germany,287.0,80619000,38666
50.0,5.0,15.5,Masc,False,4.0,Germany,126.0,80619000,38666
39.0,8.0,42.0,Fem,False,10.0,Germany,307.0,80619000,38666
29.0,10.0,44.0,Masc,False,5.0,Germany,203.0,80619000,38666
30.0,5.0,22.0,Fem,False,7.0,Germany,232.0,80619000,38666
42.0,6.0,42.0,Fem,True,1.0,Germany,121.0,80619000,38666
26.0,9.0,44.0,Fem,True,7.0,Germany,113.53497516556291,80619000,38666
45.0,6.0,22.0,Fem,False,9.0,Germany,175.0,80619000,38666
36.691505673106406,6.0,10.0,Masc,False,4.0,Germany,239.0,80619000,38666
47.0,9.0,44.0,Fem,True,10.0,Germany,288.0,80619000,38666
36.0,6.0,22.0,Fem,False,2.0,Germany,55.0,80619000,38666
38.0,8.0,31.24376731301939,Fem,False,3.0,Germany,157.0,80619000,38666
21.0,3.0,10.0,Fem,False,4.0,Germany,79.0,80619000,38666
32.0,3.0,31.24376731301939,Fem,False,6.0,Germany,308.0,80619000,38666
39.0,6.0,31.24376731301939,Masc,False,5.0,Germany,113.53497516556291,80619000,38666
47.0,5.725133689839573,31.24376731301939,Fem,True,4.0,Germany,113.53497516556291,80619000,38666
41.0,5.0,44.0,Fem,True,10.0,Germany,183.0,80619000,38666
24.0,2.0,44.0,Fem,False,10.0,Germany,292.0,80619000,38666
41.0,6.0,44.0,Fem,False,4.0,Germany,130.0,80619000,38666
38.0,6.0,44.0,Fem,True,6.0,Germany,243.0,80619000,38666
44.0,9.0,15.5,Masc,False,0.0,Germany,117.0,80619000,38666
25.0,9.0,15.5,Fem,False,6.0,Germany,155.0,80619000,38666
56.0,6.0,15.5,Fem,False,9.0,Germany,45.0,80619000,38666
46.0,8.0,15.5,Masc,False,7.0,Germany,237.0,80619000,38666
34.0,10.0,22.0,Masc,False,5.0,Germany,148.0,80619000,38666
42.0,9.0,22.0,Fem,True,5.0,Germany,247.0,80619000,38666
47.0,4.0,44.0,Masc,False,4.0,Germany,163.0,80619000,38666
34.0,10.0,10.0,Masc,False,6.0,Germany,224.0,80619000,38666
33.0,10.0,22.0,Fem,False,10.0,Germany,226.0,80619000,38666
37.0,2.0,44.0,Masc,False,7.0,Germany,204.0,80619000,38666
36.691505673106406,4.0,10.0,Fem,True,4.0,Germany,266.0,80619000,38666
33.0,4.0,44.0,Masc,False,3.0,Germany,97.0,80619000,38666
36.0,6.0,42.0,Fem,False,6.0,Germany,285.0,80619000,38666
38.0,5.0,22.0,Masc,False,4.0,Germany,138.0,80619000,38666
31.0,5.0,10.0,Fem,False,6.0,Germany,185.0,80619000,38666
45.0,4.0,15.5,Fem,True,3.0,Germany,38.0,80619000,38666
39.0,5.0,31.24376731301939,Fem,False,5.0,Germany,313.0,80619000,38666
29.0,5.0,28.0,Fem,False,6.0,Germany,257.0,80619000,38666
51.0,3.0,57.0,Masc,False,2.0,Germany,85.0,80619000,38666
27.0,2.0,44.0,Fem,True,1.0,Germany,127.0,80619000,38666
35.0,4.0,15.5,Fem,True,4.0,Germany,216.0,80619000,38666
45.0,5.0,22.0,Fem,False,4.0,Germany,186.0,80619000,38666
32.0,8.0,42.0,Fem,False,10.0,Germany,239.0,80619000,38666
40.0,10.0,57.0,Fem,False,5.0,Germany,301.0,80619000,38666
27.0,5.0,44.0,Masc,False,7.0,Germany,281.0,80619000,38666
42.0,6.0,31.24376731301939,Fem,True,1.0,Germany,208.0,80619000,38666
39.0,9.0,42.0,Fem,True,7.0,Germany,249.0,80619000,38666
30.0,6.0,15.5,Fem,False,9.0,Germany,245.0,80619000,38666
45.0,6.0,31.24376731301939,Fem,False,4.0,Germany,113.53497516556291,80619000,38666
34.0,9.0,57.0,Fem,True,10.0,Germany,263.0,80619000,38666
36.0,6.0,57.0,Masc,False,2.0,Germany,84.0,80619000,38666
36.691505673106406,8.0,22.0,Fem,False,3.0,Germany,78.0,80619000,38666
29.0,3.0,10.0,Fem,False,4.0,Germany,272.0,80619000,38666
25.0,3.0,31.24376731301939,Masc,False,6.0,Germany,304.0,80619000,38666
33.0,6.0,10.0,Masc,False,5.0,Germany,153.0,80619000,38666
46.0,5.725133689839573,22.0,Fem,True,4.0,Germany,119.0,80619000,38666
33.0,5.0,44.0,Masc,True,10.0,Germany,287.0,80619000,38666
48.0,2.0,44.0,Masc,False,10.0,Germany,260.0,80619000,38666
41.0,6.0,44.0,Fem,False,4.0,Germany,267.0,80619000,38666
28.0,6.0,44.0,Masc,True,6.0,Germany,113.53497516556291,80619000,38666
39.0,9.0,44.0,Fem,False,0.0,Germany,61.0,80619000,38666
37.0,9.0,15.5,Masc,False,6.0,Germany,153.0,80619000,38666
32.0,6.0,42.0,Fem,False,9.0,Germany,220.0,80619000,38666
38.0,8.0,44.0,Masc,False,7.0,Germany,82.0,80619000,38666
52.0,10.0,22.0,Fem,False,5.0,Germany,133.0,80619000,38666
40.0,9.0,42.0,Fem,True,5.0,Germany,113.53497516556291,80619000,38666
46.0,4.0,44.0,Fem,False,4.0,Germany,238.0,80619000,38666
40.0,10.0,22.0,Fem,False,6.0,Germany,161.0,80619000,38666
42.0,10.0,10.0,Masc,False,10.0,Germany,84.0,80619000,38666
44.0,2.0,44.0,Fem,False,7.0,Germany,172.0,80619000,38666
42.0,4.0,22.0,Fem,True,4.0,Germany,239.0,80619000,38666
23.0,4.0,31.24376731301939,Fem,False,3.0,Germany,129.0,80619000,38666
35.0,6.0,10.0,Fem,False,6.0,Germany,186.0,80619000,38666
49.0,5.0,31.24376731301939,Fem,False,4.0,Germany,113.53497516556291,80619000,38666
34.0,5.0,31.24376731301939,Masc,False,6.0,Germany,227.0,80619000,38666
39.0,4.0,31.24376731301939,Fem,True,3.0,Germany,128.0,80619000,38666
21.0,5.0,44.0,Fem,False,5.0,Germany,216.0,80619000,38666
36.0,5.0,44.0,Fem,False,6.0,Germany,209.0,80619000,38666
34.0,3.0,44.0,Fem,False,2.0,Germany,135.0,80619000,38666
19.0,2.0,44.0,Fem,True,1.0,Germany,97.0,80619000,38666
44.0,4.0,15.5,Masc,True,4.0,Germany,113.53497516556291,80619000,38666
26.0,5.0,15.5,Fem,False,4.0,Germany,290.0,80619000,38666
42.0,8.0,15.5,Fem,False,10.0,Germany,128.0,80619000,38666
27.0,10.0,15.5,Masc,False,5.0,Germany,131.0,80619000,38666
46.0,5.0,22.0,Masc,False,7.0,Germany,298.0,80619000,38666
39.0,6.0,22.0,Fem,True,1.0,Germany,59.0,80619000,38666
47.0,9.0,44.0,Masc,True,7.0,Germany,113.53497516556291,80619000,38666
37.0,6.0,10.0,Masc,False,9.0,Germany,113.0,80619000,38666
43.0,6.0,22.0,Fem,False,4.0,Germany,181.0,80619000,38666
36.691505673106406,9.0,44.0,Masc,True,10.0,Germany,307.0,80619000,38666
36.0,6.0,10.0,Fem,False,2.0,Germany,65.0,80619000,38666
25.0,8.0,44.0,Masc,False,3.0,Germany,57.0,80619000,38666
30.0,3.0,42.0,Fem,False,4.0,Germany,76.0,80619000,38666
36.0,3.0,22.0,Masc,False,6.0,Germany,168.0,80619000,38666
44.0,6.0,10.0,Fem,False,5.0,Germany,113.0,80619000,38666
45.0,5.725133689839573,15.5,Fem,True,4.0,Germany,218.0,80619000,38666
42.0,5.0,31.24376731301939,Fem,True,10.0,Germany,113.53497516556291,80619000,38666
32.0,2.0,28.0,Fem,False,10.0,Germany,270.0,80619000,38666
22.0,6.0,57.0,Masc,False,4.0,Germany,245.0,80619000,38666
31.0,6.0,44.0,Fem,True,6.0,Germany,113.53497516556291,80619000,38666
46.0,9.0,15.5,Fem,False,0.0,Germany,13.0,80619000,38666
31.0,9.0,22.0,Fem,False,6.0,Germany,141.0,80619000,38666
50.0,6.0,42.0,Fem,False,9.0,Germany,183.0,80619000,38666
28.0,8.0,57.0,Fem,False,7.0,Germany,113.53497516556291,80619000,38666
45.0,10.0,44.0,Masc,False,5.0,Germany,186.0,80619000,38666
41.0,9.0,31.24376731301939,Fem,True,5.0,Germany,235.0,80619000,38666
36.0,4.0,42.0,Fem,False,4.0,Germany,278.0,80619000,38666
26.0,10.0,15.5,Fem,False,6.0,Germany,187.0,80619000,38666
37.0,10.0,31.24376731301939,Fem,False,10.0,Germany,113.53497516556291,80619000,38666
46.0,2.0,57.0,Fem,False,7.0,Germany,274.0,80619000,38666
29.0,4.0,57.0,Masc,True,4.0,Germany,113.53497516556291,80619000,38666
50.0,4.0,22.0,Fem,False,3.0,Germany,39.0,80619000,38666
27.0,6.0,10.0,Fem,False,6.0,Germany,176.0,80619000,38666
30.0,5.0,31.24376731301939,Masc,False,4.0,Germany,181.0,80619000,38666
46.0,5.0,10.0,Masc,False,6.0,Germany,105.0,80619000,38666
44.0,4.0,22.0,Fem,True,3.0,Germany,99.0,80619000,38666
43.0,5.0,44.0,Masc,False,5.0,Germany,196.0,80619000,38666
32.0,5.0,44.0,Masc,False,6.0,Germany,94.0,80619000,38666
26.0,3.0,44.0,Fem,False,2.0,Germany,91.0,80619000,38666
32.0,2.0,44.0,Masc,True,1.0,Germany,132.0,80619000,38666
38.0,4.0,44.0,Fem,True,4.0,Germany,202.0,80619000,38666
21.0,5.0,15.5,Masc,False,4.0,Germany,100.0,80619000,38666
34.0,8.0,42.0,Fem,False,10.0,Germany,223.0,80619000,38666
49.0,10.0,44.0,Masc,False,5.0,Germany,205.0,80619000,38666
37.0,5.0,22.0,Fem,False,7.0,Germany,109.0,80619000,38666
37.0,6.0,42.0,Fem,True,1.0,Germany,108.0,80619000,38666
29.0,9.0,44.0,Fem,True,7.0,Germany,113.53497516556291,80619000,38666
24.0,6.0,22.0,Fem,False,9.0,Germany,217.0,80619000,38666
35.0,6.0,10.0,Masc,False,4.0,Germany,99.0,80619000,38666
32.0,9.0,44.0,Fem,True,10.0,Germany,113.53497516556291,80619000,38666
34.0,6.0,22.0,Fem,False,2.0,Germany,88.0,80619000,38666
44.0,8.0,31.24376731301939,Fem,False,3.0,Germany,81.0,80619000,38666
37.0,3.0,10.0,Fem,False,4.0,Germany,127.0,80619000,38666
35.0,3.0,31.24376731301939,Fem,False,6.0,Germany,113.53497516556291,80619000,38666
22.0,6.0,31.24376731301939,Masc,False,5.0,Germany,113.53497516556291,80619000,38666
30.0,5.725133689839573,31.24376731301939,Fem,True,4.0,Germany,113.53497516556291,80619000,38666
33.0,5.0,44.0,Fem,True,10.0,Germany,238.0,80619000,38666
33.0,2.0,44.0,Fem,False,10.0,Germany,110.0,80619000,38666
36.0,6.0,44.0,Fem,False,4.0,Germany,201.0,80619000,38666
37.0,6.0,44.0,Fem,True,6.0,Germany,312.0,80619000,38666
30.0,9.0,15.5,Masc,False,0.0,Germany,88.0,80619000,38666
22.0,9.0,15.5,Fem,False,6.0,Germany,102.0,80619000,38666
41.0,6.0,15.5,Fem,False,9.0,Germany,224.0,80619000,38666
29.0,8.0,15.5,Masc,False,7.0,Germany,188.0,80619000,38666
36.0,10.0,22.0,Masc,False,5.0,Germany,255.0,80619000,38666
21.0,9.0,22.0,Fem,True,5.0,Germany,253.0,80619000,38666
28.0,4.0,44.0,Masc,False,4.0,Germany,267.0,80619000,38666
46.0,10.0,10.0,Masc,False,6.0,Germany,239.0,80619000,38666
44.0,10.0,22.0,Fem,False,10.0,Germany,242.0,80619000,38666
40.0,2.0,44.0,Masc,False,7.0,Germany,262.0,80619000,38666
36.691505673106406,4.0,10.0,Fem,True,4.0,Germany,113.53497516556291,80619000,38666
27.0,4.0,44.0,Masc,False,3.0,Germany,88.0,80619000,38666
46.0,6.0,42.0,Fem,False,6.0,Germany,267.0,80619000,38666
40.0,5.0,22.0,Masc,False,4.0,Germany,186.0,80619000,38666
27.0,5.0,10.0,Fem,False,6.0,Germany,211.0,80619000,38666
43.0,4.0,15.5,Fem,True,3.0,Germany,100.0,80619000,38666
41.0,5.0,31.24376731301939,Fem,False,5.0,Germany,113.53497516556291,80619000,38666
25.0,5.0,28.0,Fem,False,6.0,Germany,192.0,80619000,38666
26.0,3.0,57.0,Masc,False,2.0,Germany,127.0,80619000,38666
42.0,2.0,44.0,Fem,True,1.0,Germany,69.0,80619000,38666
43.0,4.0,15.5,Fem,True,4.0,Germany,258.0,80619000,38666
39.0,5.0,22.0,Fem,False,4.0,Germany,269.0,80619000,38666
46.0,8.0,42.0,Fem,False,10.0,Germany,277.0,80619000,38666
32.0,10.0,57.0,Fem,False,5.0,Germany,269.0,80619000,38666
33.0,5.0,44.0,Masc,False,7.0,Germany,185.0,80619000,38666
51.0,6.0,31.24376731301939,Fem,True,1.0,Germany,242.0,80619000,38666
40.0,9.0,42.0,Fem,True,7.0,Germany,220.0,80619000,38666
40.0,6.0,15.5,Fem,False,9.0,Germany,155.0,80619000,38666
49.0,6.0,31.24376731301939,Fem,False,4.0,Germany,113.53497516556291,80619000,38666
48.0,9.0,57.0,Fem,True,10.0,Germany,113.53497516556291,80619000,38666
31.0,6.0,57.0,Masc,False,2.0,Germany,122.0,80619000,38666
26.0,8.0,22.0,Fem,False,3.0,Germany,94.0,80619000,38666
44.0,3.0,10.0,Fem,False,4.0,Germany,143.0,80619000,38666
37.0,3.0,31.24376731301939,Masc,False,6.0,Germany,257.0,80619000,38666
31.0,6.0,10.0,Masc,False,5.0,Germany,181.0,80619000,38666
35.0,5.725133689839573,22.0,Fem,True,4.0,Germany,261.0,80619000,38666
25.0,5.0,44.0,Masc,True,10.0,Germany,113.53497516556291,80619000,38666
36.0,2.0,44.0,Masc,False,10.0,Germany,250.0,80619000,38666
34.0,6.0,44.0,Fem,False,4.0,Germany,177.0,80619000,38666
32.0,9.0,57.0,Fem,False,6.0,Iran,87.0,77259000,12986
28.0,6.0,22.0,Fem,False,3.0,Iran,59.0,77259000,12986
40.0,5.0,31.24376731301939,Masc,True,7.0,Iran,113.53497516556291,77259000,12986
37.0,5.0,22.0,Fem,False,3.0,Iran,34.0,77259000,12986
45.0,5.0,22.0,Masc,True,6.0,Iran,115.0,77259000,12986
37.0,4.0,57.0,Fem,True,5.0,Iran,137.0,77259000,12986
33.0,10.0,15.5,Fem,True,5.0,Iran,105.0,77259000,12986
44.0,7.0,10.0,Masc,False,2.0,Iran,33.0,77259000,12986
41.0,5.0,31.24376731301939,Fem,False,3.0,Iran,45.0,77259000,12986
41.0,6.0,42.0,Masc,False,8.0,Iran,193.0,77259000,12986
43.0,5.0,44.0,Fem,False,7.0,Iran,169.0,77259000,12986
20.0,7.0,44.0,Masc,False,2.0,Iran,76.0,77259000,12986
30.0,5.725133689839573,42.0,Fem,False,1.0,Iran,90.0,77259000,12986
31.0,4.0,22.0,Fem,False,3.0,Iran,43.0,77259000,12986
44.0,6.0,22.0,Masc,True,3.0,Iran,60.0,77259000,12986
29.0,9.0,44.0,Masc,False,5.0,Iran,72.0,77259000,12986
33.0,6.0,22.0,Fem,False,5.0,Iran,108.0,77259000,12986
49.0,2.0,10.0,Fem,True,5.0,Iran,170.0,77259000,12986
32.0,5.0,22.0,Fem,False,1.0,Iran,42.0,77259000,12986
36.0,2.0,44.0,Fem,False,4.0,Iran,100.0,77259000,12986
45.0,7.0,22.0,Fem,False,5.0,Iran,120.0,77259000,12986
36.0,6.0,22.0,Fem,False,3.0,Iran,39.0,77259000,12986
32.0,5.725133689839573,44.0,Fem,False,4.0,Iran,119.0,77259000,12986
27.0,5.725133689839573,28.0,Fem,False,3.0,Iran,34.0,77259000,12986
37.0,8.0,57.0,Fem,False,0.0,Iran,56.0,77259000,12986
33.0,6.0,31.24376731301939,Fem,True,4.0,Iran,289.0,77259000,12986
38.0,5.0,44.0,Fem,False,4.0,Iran,198.0,77259000,12986
38.0,7.0,31.24376731301939,Masc,False,9.0,Iran,211.0,77259000,12986
33.0,2.0,44.0,Fem,True,0.0,Iran,66.0,77259000,12986
45.0,7.0,22.0,Fem,False,6.0,Iran,92.0,77259000,12986
41.0,4.0,15.5,Fem,False,5.0,Iran,142.0,77259000,12986
33.0,5.0,31.24376731301939,Fem,False,3.0,Iran,83.0,77259000,12986
28.0,5.0,28.0,Masc,True,4.0,Iran,183.0,77259000,12986
41.0,5.0,44.0,Fem,False,5.0,Iran,99.0,77259000,12986
24.0,7.0,44.0,Masc,True,5.0,Iran,209.0,77259000,12986
44.0,5.0,15.5,Fem,False,3.0,Iran,13.0,77259000,12986
40.0,3.0,44.0,Fem,True,2.0,Iran,63.0,77259000,12986
41.0,4.0,31.24376731301939,Masc,False,3.0,Iran,83.0,77259000,12986
29.0,7.0,44.0,Fem,False,5.0,Iran,73.0,77259000,12986
55.0,4.0,44.0,Masc,False,2.0,Iran,66.0,77259000,12986
31.0,9.0,22.0,Fem,False,6.0,Iran,110.0,77259000,12986
42.0,6.0,44.0,Masc,False,3.0,Iran,62.0,77259000,12986
46.0,5.0,31.24376731301939,Fem,True,7.0,Iran,228.0,77259000,12986
36.0,5.0,31.24376731301939,Fem,False,3.0,Iran,111.0,77259000,12986
26.0,5.0,42.0,Masc,True,6.0,Iran,123.0,77259000,12986
34.0,4.0,31.24376731301939,Masc,True,5.0,Iran,113.53497516556291,77259000,12986
35.0,10.0,57.0,Fem,True,5.0,Iran,121.0,77259000,12986
34.0,7.0,44.0,Fem,False,2.0,Iran,78.0,77259000,12986
33.0,5.0,31.24376731301939,Fem,False,3.0,Iran,31.0,77259000,12986
50.0,6.0,15.5,Fem,False,8.0,Iran,122.0,77259000,12986
39.0,5.0,31.24376731301939,Fem,False,7.0,Iran,250.0,77259000,12986
43.0,7.0,15.5,Fem,False,2.0,Iran,34.0,77259000,12986
35.0,5.725133689839573,44.0,Fem,False,1.0,Iran,82.0,77259000,12986
35.0,4.0,15.5,Fem,False,3.0,Iran,21.0,77259000,12986
44.0,6.0,31.24376731301939,Fem,True,3.0,Iran,38.0,77259000,12986
29.0,9.0,10.0,Fem,False,5.0,Iran,84.0,77259000,12986
41.0,6.0,44.0,Fem,False,5.0,Iran,181.0,77259000,12986
18.0,2.0,44.0,Masc,True,5.0,Iran,199.0,77259000,12986
37.0,5.0,10.0,Fem,False,1.0,Iran,56.0,77259000,12986
37.0,2.0,44.0,Fem,False,4.0,Iran,87.0,77259000,12986
38.0,7.0,57.0,Fem,False,5.0,Iran,148.0,77259000,12986
38.0,6.0,22.0,Fem,False,3.0,Iran,65.0,77259000,12986
47.0,5.725133689839573,31.24376731301939,Masc,False,4.0,Iran,235.0,77259000,12986
40.0,5.725133689839573,22.0,Fem,False,3.0,Iran,41.0,77259000,12986
41.0,8.0,22.0,Masc,False,0.0,Iran,19.0,77259000,12986
36.0,6.0,57.0,Fem,True,4.0,Iran,170.0,77259000,12986
42.0,5.0,15.5,Fem,False,4.0,Iran,149.0,77259000,12986
40.0,7.0,10.0,Masc,False,9.0,Iran,85.0,77259000,12986
33.0,2.0,31.24376731301939,Fem,True,0.0,Iran,148.0,77259000,12986
50.0,7.0,42.0,Masc,False,6.0,Iran,143.0,77259000,12986
32.0,4.0,44.0,Fem,False,5.0,Iran,182.0,77259000,12986
40.0,5.0,44.0,Masc,False,3.0,Iran,36.0,77259000,12986
34.0,5.0,42.0,Fem,True,4.0,Iran,99.0,77259000,12986
39.0,5.0,22.0,Fem,False,5.0,Iran,84.0,77259000,12986
40.0,7.0,22.0,Masc,True,5.0,Iran,143.0,77259000,12986
40.0,5.0,44.0,Masc,False,3.0,Iran,67.0,77259000,12986
43.0,3.0,22.0,Fem,True,2.0,Iran,43.0,77259000,12986
51.0,4.0,10.0,Fem,False,3.0,Iran,43.0,77259000,12986
32.0,7.0,22.0,Fem,False,5.0,Iran,100.0,77259000,12986
36.0,4.0,44.0,Fem,False,2.0,Iran,52.0,77259000,12986
37.0,9.0,22.0,Fem,False,6.0,Iran,128.0,77259000,12986
45.0,6.0,22.0,Fem,False,3.0,Iran,47.0,77259000,12986
28.0,5.0,44.0,Fem,True,7.0,Iran,200.0,77259000,12986
35.0,5.0,28.0,Fem,False,3.0,Iran,43.0,77259000,12986
44.0,5.0,57.0,Fem,True,6.0,Iran,256.0,77259000,12986
23.0,4.0,31.24376731301939,Fem,True,5.0,Iran,113.53497516556291,77259000,12986
23.0,10.0,44.0,Fem,True,5.0,Iran,184.0,77259000,12986
38.0,7.0,31.24376731301939,Masc,False,2.0,Iran,158.0,77259000,12986
29.0,5.0,44.0,Fem,False,3.0,Iran,46.0,77259000,12986
33.0,6.0,22.0,Fem,False,8.0,Iran,124.0,77259000,12986
50.0,5.0,15.5,Fem,False,7.0,Iran,161.0,77259000,12986
26.0,7.0,31.24376731301939,Fem,False,2.0,Iran,86.0,77259000,12986
61.0,5.725133689839573,28.0,Masc,False,1.0,Iran,35.0,77259000,12986
38.0,4.0,44.0,Fem,False,3.0,Iran,32.0,77259000,12986
54.0,6.0,44.0,Masc,True,3.0,Iran,63.0,77259000,12986
51.0,9.0,15.5,Fem,False,5.0,Iran,108.0,77259000,12986
42.0,6.0,44.0,Fem,False,5.0,Iran,163.0,77259000,12986
43.0,2.0,31.24376731301939,Masc,True,5.0,Iran,247.0,77259000,12986
38.0,5.0,44.0,Fem,False,1.0,Iran,50.0,77259000,12986
54.0,2.0,44.0,Masc,False,4.0,Iran,146.0,77259000,12986
36.0,7.0,22.0,Fem,False,5.0,Iran,126.0,77259000,12986
44.0,6.0,44.0,Masc,False,3.0,Iran,41.0,77259000,12986
31.0,5.725133689839573,31.24376731301939,Fem,False,4.0,Iran,152.0,77259000,12986
42.0,5.725133689839573,31.24376731301939,Fem,False,3.0,Iran,137.0,77259000,12986
37.0,8.0,42.0,Masc,False,0.0,Iran,59.0,77259000,12986
36.0,6.0,31.24376731301939,Masc,True,4.0,Iran,183.0,77259000,12986
31.0,5.0,57.0,Fem,False,4.0,Iran,120.0,77259000,12986
35.0,7.0,44.0,Fem,False,9.0,Iran,82.0,77259000,12986
34.0,2.0,31.24376731301939,Fem,True,0.0,Iran,76.0,77259000,12986
54.0,7.0,15.5,Fem,False,6.0,Iran,140.0,77259000,12986
26.0,4.0,31.24376731301939,Fem,False,5.0,Iran,230.0,77259000,12986
42.0,5.0,15.5,Fem,False,3.0,Iran,58.0,77259000,12986
37.0,5.0,44.0,Fem,True,4.0,Iran,169.0,77259000,12986
26.0,5.0,15.5,Fem,False,5.0,Iran,183.0,77259000,12986
38.0,7.0,31.24376731301939,Fem,True,5.0,Iran,126.0,77259000,12986
31.0,5.0,10.0,Fem,False,3.0,Iran,48.0,77259000,12986
53.0,3.0,44.0,Fem,True,2.0,Iran,96.0,77259000,12986
30.0,4.0,44.0,Masc,False,3.0,Iran,82.0,77259000,12986
33.0,7.0,10.0,Fem,False,5.0,Iran,76.0,77259000,12986
42.0,4.0,44.0,Fem,False,2.0,Iran,70.0,77259000,12986
